,Gamma,input_graph,Network_type,Connection_prob,Layers,Dtandard_dev,Top_homogeneity,Top_completeness,Top_NMI,Middle_homogeneity,Middle_Completeness,Middle_NMI,Resolution_top,Resolution_middle,Louvain_modularity,Louvain_homogenity_top,Louvain_completeness_top,Louvain_NMI_top,Louvain_homogenity_middle,Louvain_completeness_middle,Louvain_NMI_middle,Comms_predicted_top,Comms_predicted_middle,Louvain_predicted,Modularity_top,Modularity_middle,True_mod_top,True_mod_middle,True_aeb_top,True_aeb_middle,True_aew_top,True_aew_middle
3,1,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.4,-0.6782,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,1,A_corr_no_cutoff,small world,full,2,0.1,0.2426,0.851,0.3776,NA,NA,NA,5,100,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,4,NA,8,-9.9,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,1,A_corr_no_cutoff,small world,full,2,0.5,0.6503,0.7724,0.7061,NA,NA,NA,5,100,0.0795,0.8158,1.0,0.8986,NA,NA,NA,8,NA,7,-9.9,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,1,A_corr_no_cutoff,small world,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0862,0.5513,0.5846,0.5675,0.4244,0.9704,0.5906,1,1,9,-2.6177,-0.6856,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,1,A_corr_no_cutoff,small world,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.094,0.5181,0.6048,0.5581,0.3889,0.9788,0.5567,1,1,8,-1.6212,-1.3181,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,1,A_corr_no_cutoff,scale free,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.4967,0.9465,1.0,0.9725,NA,NA,NA,1,NA,9,-9.9,NA,0.8888703553118391,,0.0,,65.7,
9,1,A_corr_no_cutoff,scale free,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.5158,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-9.9,NA,0.8888703553118391,,0.0,,65.7,
10,1,A_corr_no_cutoff,scale free,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4591,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.4,-0.5757,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,1,A_corr_no_cutoff,scale free,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.467,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.4,-0.5757,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,1,A_corr_no_cutoff,scale free,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.0229,0.6574,0.9613,0.7809,NA,NA,NA,4,NA,5,-9.9,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,1,A_corr_no_cutoff,scale free,full,2,0.5,0.5182,0.6863,0.5905,NA,NA,NA,5,100,0.0264,0.7496,0.9086,0.8215,NA,NA,NA,7,NA,7,-9.9,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,1,A_corr_no_cutoff,scale free,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0299,0.4806,0.551,0.5134,0.3815,0.9756,0.5485,1,1,8,-2.1751,-0.6312,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,1,A_corr_no_cutoff,scale free,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0351,0.3591,0.5382,0.4308,0.2852,0.9534,0.439,1,1,5,-2.1337,-0.6722,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,1,A_corr_no_cutoff,random graph,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.2254,0.6594,0.6246,0.6415,NA,NA,NA,1,NA,11,-9.9,NA,0.8834915997078159,,0.0,,7.4,
17,1,A_corr_no_cutoff,random graph,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.2251,0.5506,0.5726,0.5614,NA,NA,NA,1,NA,9,-9.9,NA,0.8834915997078159,,0.0,,7.4,
18,1,A_corr_no_cutoff,random graph,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0622,0.1788,0.1423,0.1585,0.395,0.6372,0.4877,1,1,18,-0.4,-1.0,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,1,A_corr_no_cutoff,random graph,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.064,0.1687,0.1378,0.1517,0.3824,0.6334,0.4769,1,1,16,-0.4,-1.0,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,1,A_corr_no_cutoff,random graph,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.2061,0.0323,0.1096,0.0498,NA,NA,NA,1,NA,2,-9.9,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,1,A_corr_no_cutoff,random graph,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.2301,0.0195,0.0666,0.0301,NA,NA,NA,1,NA,2,-9.9,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,1,A_corr_no_cutoff,random graph,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.1813,0.0228,0.1077,0.0377,0.0498,0.476,0.0902,1,1,5,-0.4,-1.0,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,1,A_corr_no_cutoff,random graph,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.1248,0.0652,0.1336,0.0876,0.1373,0.5703,0.2213,1,1,7,-0.4,-1.0,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0.5,A_corr_no_cutoff,small world,disc,2,0.1,0.2854,0.9616,0.4401,NA,NA,NA,5,100,0.5523,0.9528,1.0,0.9758,NA,NA,NA,1,NA,9,-9.9,NA,0.8963220116344528,,0.0,,29.2,
1,0.5,A_corr_no_cutoff,small world,disc,2,0.5,0.672,0.857,0.7533,NA,NA,NA,5,100,0.5573,1.0,1.0,1.0,NA,NA,NA,7,NA,10,-9.9,NA,0.8963220116344528,,0.0,,29.2,
2,0.5,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-1.3333,-0.679,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0.5,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0904,0.9055,0.1644,5,100,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.4,-0.6782,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0.5,A_corr_no_cutoff,small world,full,2,0.1,0.6202,0.7887,0.6944,NA,NA,NA,5,100,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,7,NA,8,-9.9,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0.5,A_corr_no_cutoff,small world,full,2,0.5,0.2553,0.8952,0.3973,NA,NA,NA,5,100,0.0795,0.8158,1.0,0.8986,NA,NA,NA,4,NA,7,-9.9,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_corr_no_cutoff,small world,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0862,0.5521,0.5857,0.5684,0.4244,0.9707,0.5905,1,1,9,-2.6901,-1.0728,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_corr_no_cutoff,small world,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.094,0.5201,0.6102,0.5615,0.3864,0.9773,0.5538,1,1,8,-2.1928,-0.6872,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_corr_no_cutoff,scale free,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.4967,0.9465,1.0,0.9725,NA,NA,NA,1,NA,9,-9.9,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_corr_no_cutoff,scale free,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.5158,1.0,1.0,1.0,NA,NA,NA,1,NA,10,-9.9,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_corr_no_cutoff,scale free,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4591,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.4,-0.5757,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_corr_no_cutoff,scale free,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.467,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,1,1,10,-0.4,-0.5757,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_corr_no_cutoff,scale free,full,2,0.1,0.3555,0.7429,0.4809,NA,NA,NA,5,100,0.0229,0.5647,0.9384,0.7051,NA,NA,NA,6,NA,4,-9.9,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_corr_no_cutoff,scale free,full,2,0.5,0.0954,0.7744,0.1698,NA,NA,NA,5,100,0.0263,0.7151,0.8766,0.7877,NA,NA,NA,2,NA,7,-9.9,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_corr_no_cutoff,scale free,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0299,0.4817,0.5522,0.5146,0.3822,0.9771,0.5495,1,1,8,-3.07,-0.6111,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_corr_no_cutoff,scale free,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0351,0.3699,0.5463,0.4411,0.2893,0.953,0.4439,1,1,5,-1.9908,-0.5994,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_corr_no_cutoff,random graph,disc,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.2254,0.6594,0.6246,0.6415,NA,NA,NA,1,NA,11,-9.9,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_corr_no_cutoff,random graph,disc,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.2251,0.5914,0.59,0.5907,NA,NA,NA,1,NA,10,-9.9,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_corr_no_cutoff,random graph,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0624,0.1659,0.1369,0.15,0.3775,0.6311,0.4724,1,1,16,-0.4,-1.0,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_corr_no_cutoff,random graph,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.0637,0.1604,0.1325,0.1451,0.3776,0.6322,0.4728,1,1,16,-0.4,-1.0,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_corr_no_cutoff,random graph,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,5,100,0.2061,0.0323,0.1096,0.0498,NA,NA,NA,1,NA,2,-9.9,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_corr_no_cutoff,random graph,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,5,100,0.2301,0.0195,0.0666,0.0301,NA,NA,NA,1,NA,2,-9.9,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_corr_no_cutoff,random graph,full,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.1813,0.0215,0.1022,0.0356,0.0492,0.4728,0.0891,1,1,4,-0.4,-1.0,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_corr_no_cutoff,random graph,full,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.1249,0.0662,0.136,0.0891,0.1379,0.5738,0.2224,1,1,7,-0.4,-1.0,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_corr_no_cutoff,small world,disc,2,0.1,0.6191,0.9302,0.7434,NA,NA,NA,5,100,0.5523,0.9528,1.0,0.9758,NA,NA,NA,6,NA,9,-9.9,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_corr_no_cutoff,small world,disc,2,0.5,0.1315,1.0,0.2324,NA,NA,NA,5,100,0.5573,1.0,1.0,1.0,NA,NA,NA,2,NA,10,-9.9,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_corr_no_cutoff,small world,disc,3,0.1,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4684,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.4,-0.6781,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_corr_no_cutoff,small world,disc,3,0.5,0.0,1.0,0.0,0.0,1.0,0.0,5,100,0.4701,0.6405,0.6405,0.6405,0.4583,0.9881,0.6261,1,1,10,-0.4,-0.6781,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_corr_no_cutoff,small world,full,2,0.1,0.6348,0.7555,0.6899,NA,NA,NA,5,100,0.0813,0.8895,0.9873,0.9359,NA,NA,NA,9,NA,8,-9.9,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_corr_no_cutoff,small world,full,2,0.5,0.5921,0.8638,0.7026,NA,NA,NA,5,100,0.0795,0.8158,1.0,0.8986,NA,NA,NA,8,NA,7,-9.9,NA,0.6675357314415801,,0.9666666666666668,,29.2,
0,1,A_ingraph02,small world,disc,2,0.1,0.9453,1.0,0.9719,NA,NA,NA,1,1,0.8854,1.0,1.0,1.0,NA,NA,NA,9,NA,10,0.8736,NA,0.8963220116344528,,0.0,,29.2,
1,1,A_ingraph02,small world,disc,2,0.5,0.7209,1.0,0.8378,NA,NA,NA,1,1,0.8854,1.0,1.0,1.0,NA,NA,NA,6,NA,10,0.7693,NA,0.8963220116344528,,0.0,,29.2,
2,1,A_ingraph02,small world,disc,3,0.1,0.2973,0.4995,0.3727,0.4589,0.9881,0.6267,1,1,0.8899,0.6417,0.6409,0.6413,0.4589,0.9881,0.6267,5,11,11,0.7468,0.8897,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,1,A_ingraph02,small world,disc,3,0.5,0.3481,0.5438,0.4245,0.4589,0.9881,0.6267,1,1,0.889,0.6417,0.6409,0.6413,0.4589,0.9881,0.6267,5,11,11,0.6942,0.8889,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,1,A_ingraph02,small world,full,2,0.1,0.0,1.0,0.0,NA,NA,NA,1,1,0.0206,0.1448,0.3039,0.1961,NA,NA,NA,1,NA,3,0.0,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,1,A_ingraph02,small world,full,2,0.5,0.0,1.0,0.0,NA,NA,NA,1,1,0.0092,0.0488,0.1644,0.0752,NA,NA,NA,1,NA,2,0.0,NA,0.6675357314415801,,0.9666666666666668,,29.2,
